Date,Time,Location,Airline/Op,Aboard,Fatalities,Summary
1934,, Colombia,Pan American Airways (Scadta),6,5,"Scadta was a Pan Am subsidiary.  It was operating a domestiflight, which crashed in the Colombian jungle, which was called 'Green Hell.' Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft.  They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company.  He was the only survivor."
1934,, Peru,Pan American Grace Airlines,15,3,Crashed on take off due to engine failure.
1934,, China,China National Aviation Corporation,3,3,
1934,,English Channel,Air France,6,6,Crashed into the English Channel and sunk immedately in fog.
1934,5, England,Air France,2,2,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
1934,, New York,American Airways,7,7,"Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route."
1934,, Argentina,Panagra,10,5,Crashed into Mar Chiquita Lagoon during a heavy rainstorm.
1934,, Germany,Deutsche Lufthansa,7,1,Weather related.
1934,6, California,Aerevias Centrales Air Service,1,1,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.
1934,, California,United Air Services,4,3,Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
1934,, Germany,Swissair,12,12,"The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3,000 feet, bursting into flames."
1934,, Brazil,Air France,2,2,
1934,, China,China National Aviation Corporation,,,
1934,23, Missouri,Rapid Air Transport,5,5,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.
1934,, Australia,Qantas,3,3,"Crashed after in-flight loss of control, possibly stalled at low altitude in dusty low-visibility conditions"
1934,, Australia,Holyman Airways,11,11,Crashed en route during the 265 miles sea route.
1934,, Australia,Holdens Air Transport Service,4,2,
1934,, Australia,Qantas,4,4,"Crashed on its delivery flight from England to Brisbane after in-flight loss of control, probably due to the type's design deficiencies."
1934,,Near Longreach,Qantas,4,4,
1934,0, Montana,Rapid Air Transport,2,2,The mail plane crashed and burned on a farm.
1934,, Germany,Deutsche Lufthansa,3,3,
1934,5, Missouri,Braniff Airlines,1,1,The mail plane crashed to the ground from a low altitude. Icing.
1934,7, Cuba,Cubana de Aviacion,8,4,Crashed into a mountain while en route.
1934,2, Syria,KLM Royal Dutch Airlines,7,7,Crashed and burned about half-way between Baghdad and Gaza. The aircraft was named 'Univer' (Dutch word for stork).
1934,2, Tennessee,American Airlines,1,1,"Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility."
1935,, Pennsylvania,Trans Continental and Western Air,1,1,The mail plane crashed and burned soon after taking off in a blinding snowstorm.
1935,, Germany,Deruluft,11,11,"Crashed full speed into a hill, 450 feet high in rain and fog. Pilot error."
1935,, Germany,Deruluft,,3,Fuselage failure.
1935,, Egypt,Misrair,6,3,"After flying over the airport into a strong headwind, in an attempt to land, one of the aircraft's two engines failed.  While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height  of 100 - 130 feet."
1935,, Germany,Deutsche Lufthansa,5,5,
1935,, France,Air France,3,1,"Chief pilot of Air France, Robert Bajac, 36, killed."
1935,, Germany,KLM Royal Dutch Airlines,7,7,Crashed after penetrating a thunderstorm.
1935,, Colorado,Varney Air Lines,1,1,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed."
1935,3, Missouri,Trans Continental and Western Air,14,5,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly."
1935,18, Michigan,Knowles Flying Service of Detroit,12,3,"While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use."
1935,0, Russia,Gor'ky Eskadril'ya,50,50,"Midair collision with an I-5 fighter at 2,300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed 'Maxim Gorky.'  Pilot error. Forty-nine killed on the Tupolev, one on the I-5"
1935,, Wyoming,Wyoming Air Service,1,1,
1935,, Illinois,Chicago and Southern Airlines,2,2,Crashed into the ground on a farm at high speed.
1935,, Honduras,,9,6,Crashed into the Ulua River.
1935,14, Colombia,Servicio Aereo Columbiano / SCADTA,20,17,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed."
1935,, Netherlands,KLM Royal Dutch Airlines,20,6,The plane lost altitude while attempting an emergency landing after taking off and losing an engine. The wing hit a dyke and the plane burst into flames.
1935,14, Mississippi,Wedell-Williams Air Service Corporation,2,2,The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.
1935,, Switzerland,KLM Royal Dutch Airlines,13,13,Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds.
1935,, China,China National Aviation Corporation,,,Destoryed in a storm.
1935,23, Texas,Delta Air Lines,4,4,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.
1935,20, Wyoming,Aero Mayflower Transit Co,3,3,"The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west."
1935,20,Walakpa,Private,2,2,"Dense fog caused the pilot to make a forced landing about 15 miles south of Point Barrow.  After some mechanical repairs, the plane took off, rose to about 50 feet and then crashed into shallow water. Loss of control of the aircraft at a low altitude after sudden engine failure due to the extreme nose-heaviness of the aircraft. Adventurer, Wiley Post, 37, and humorist, Will Rogers, 56, killed. Most experts believe that a combination of miscalculations in the design and operation of the heavily customized aircraft resulted in the uncontrollable spin that occurred right after takeoff."
1935,23, California,Western Air Express,3,3,Lost altitude and hit power lines after developing engine trouble after taking off.
1935,,Off Finders Island,Holyman Airways,5,5,
1935,2, Wyoming,United Air Lines,12,12,"While flying in a normal, slightly descending path, the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1,120 feet, where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver."
1935,,Gulf of Finland,Aero O-Y,6,6,Crashed into the sea in the fog.
1935,, New York,Chamberlin Flying Service,6,1,The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.
1935,19, Wyoming,United Air Lines,4,4,Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.
1935,, Brazil,Air France,4,4,The postal plane crashed at Atalaya Beach.
1935,, Honduras,TACA,14,14,
1935,4, Texas,Braniff Airlines,1,1,Plunged to the ground thirty minutes after leaving Fort Worth. Tried to return to Dallas airport due to inclement weather.
1935,, France,Air France,3,3,
1935,, France,Air Bleu,2,1,
1935,, England,Sabena,11,11,Crashed to the ground after crossing the English Channel in rain and gale force winds.
1935,, Germany,Deutsche Lufthansa,3,3,Pilot error.
1935,17, Egypt,Imperial Airways,13,12,The aircraft ran out of fuel and crashed off Alexandria. The plane was named 'The City of Khartoum.'
1936,19, Arkansas,American Airlines,17,17,"Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls."
1936,, Boliva,Lloyd Aereo Boliviano,13,13,"Crashed in the Tapacari swamps, 23 miles from Chochabanba."
1936,,Off Ajaccio,Air France,6,6,Vanished off the coast of Corsica after sending a distress call that the engine had failed.
1936,, Texas,American Airlines,6,1,Crashed into a clump of trees while attempting a landing in a snowstorm.
1936,,South AtlantiOcean,Deutsche Lufthansa,4,4,The mail plane disappeared while en route.
1936,, China,China National Aviation Corporation,6,0,Crash landed in mountains during a snowstorm.
1936,, Mexico,Compania de Mexico,14,14,Crashed into mountains and caught fire.  The plane was carrying mainly German tourists.
1936,19, New York,American Airlines,2,2,The mail plane explosion in mid-air before crashing to the ground in a snowstorm.
1936,10, Pennsylvania,Trans Continental and Western Air,15,13,"Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio."
1936,5, Trinidad,Pan American Airways,25,3,"Crashed  while taking off after the plane hit a boat . The aircraft was shipped to Miami and repaired. One of the injured passengers was Jose Iturbi, well known conductor and  pianist."
1936,, Italy,Avio Linee Italiane,7,7,"Crashed on the slopes of Mount Basso, 20 miles from Turin."
1936,,Switzerland,Deutsche Lufthansa,5,3,
1936,, France,Sabena,2,2,
1936,, Switzerland,Swissair,2,2,
1936,, Australia,Holyman Airways,2,2,
1936,, Sweden,A B Aerotransport,15,1,All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.
1936,, Germany,Deutsche Lufthansa,6,1,Engine failure.
1936,, Norway,Den Norske Luftfartskole,7,7,Crashed into the side of a mountain in fog.
1936,, Jersey,Guernsey Airways,7,7,Crashed into the sea.
1936,6, France,Air France,3,3,The mail plane crashed into mountains 50 miles from Toulouse in fog.
1936,,Mexico,Mexicana,1,1,
1936,22, Missouri,Chicago Southern Airlines,8,8,"Crashed while attempting to take off from Lambert Field.  The making of a turn at an extremely low altitude, for reasons unknown, in which the wing of the airplane unintentionally contacted the ground."
1936,, Colombia,SCADTA,2,2,
1936,, Germany,British Airways,2,2,
1936,, Greece,Imperial Airways,11,2,
1936,,English Channel,Imperial Airways,2,2,
1936,, Colorado,Varney Air Lines,3,3,Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.
1936,, Illinois,Blue Bird Air Service,4,4,"A half-hour after taking off, the engine failed and the plane crashed into a fence and burst into flames  while making a forced landing."
